session_id,user_id,started_at,device,channel,visited_at,viewed_at,carted_at,checked_out_at,purchased_at
S02440,U07294,2026-02-28T09:27:27Z,Mobile,Social,2026-02-28T09:27:27Z,2026-02-28T09:27:49Z,2026-02-28T09:28:48Z,2026-02-28T09:29:39Z,
S02441,U02798,2026-03-28T00:55:18Z,Desktop,Paid Search,2026-03-28T00:55:18Z,,,,
S02442,U01082,2026-01-19T08:06:11Z,Desktop,Paid Search,2026-01-19T08:06:11Z,2026-01-19T08:08:03Z,,,
S02443,U02283,2026-02-22T06:51:20Z,Mobile,Organic,2026-02-22T06:51:20Z,,,,
S02444,U02926,2026-03-24T01:41:53Z,Desktop,Paid Search,2026-03-24T01:41:53Z,,,,
S02445,U03011,2026-02-26T19:33:06Z,Mobile,Email,2026-02-26T19:33:06Z,2026-02-26T19:35:28Z,,,
S02446,U07016,2026-01-06T01:19:26Z,Mobile,Organic,2026-01-06T01:19:26Z,2026-01-06T01:20:08Z,2026-01-06T01:21:05Z,2026-01-06T01:24:04Z,
S02447,U01858,2026-01-25T04:21:57Z,Mobile,Paid Search,2026-01-25T04:21:57Z,,,,
S02448,U03261,2026-03-30T04:29:36Z,Desktop,Organic,2026-03-30T04:29:36Z,2026-03-30T04:32:26Z,,,
S02449,U01623,2026-03-05T05:59:18Z,Desktop,Organic,2026-03-05T05:59:18Z,2026-03-05T06:00:56Z,,,
S02450,U05906,2026-01-20T18:51:48Z,Desktop,Organic,2026-01-20T18:51:48Z,2026-01-20T18:54:43Z,2026-01-20T18:57:34Z,,
S02451,U05042,2026-02-01T12:31:24Z,Mobile,Paid Search,2026-02-01T12:31:24Z,2026-02-01T12:34:22Z,,,
S02452,U06315,2026-01-31T05:24:05Z,Mobile,Paid Search,2026-01-31T05:24:05Z,,,,
S02453,U04981,2026-01-30T22:25:33Z,Mobile,Paid Search,2026-01-30T22:25:33Z,2026-01-30T22:26:56Z,,,
S02454,U01857,2026-03-02T08:05:05Z,Desktop,Organic,2026-03-02T08:05:05Z,2026-03-02T08:05:37Z,,,
S02455,U04516,2026-01-05T17:05:43Z,Mobile,Email,2026-01-05T17:05:43Z,,,,
S02456,U06455,2026-01-06T18:37:16Z,Mobile,Paid Search,2026-01-06T18:37:16Z,,,,
S02457,U00317,2026-03-06T05:46:01Z,Desktop,Organic,2026-03-06T05:46:01Z,2026-03-06T05:48:16Z,2026-03-06T05:50:07Z,2026-03-06T05:53:02Z,
S02458,U04590,2026-03-12T08:05:32Z,Desktop,Paid Search,2026-03-12T08:05:32Z,2026-03-12T08:06:28Z,,,
S02459,U02148,2026-03-05T22:56:50Z,Mobile,Social,2026-03-05T22:56:50Z,2026-03-05T22:58:06Z,,,
S02460,U01074,2026-03-03T07:17:34Z,Mobile,Social,2026-03-03T07:17:34Z,2026-03-03T07:18:39Z,,,
S02461,U04165,2026-01-20T05:09:24Z,Tablet,Email,2026-01-20T05:09:24Z,2026-01-20T05:10:01Z,,,
S02462,U05492,2026-02-07T09:14:20Z,Tablet,Organic,2026-02-07T09:14:20Z,,,,
S02463,U05615,2026-03-14T05:37:02Z,Desktop,Social,2026-03-14T05:37:02Z,2026-03-14T05:37:59Z,2026-03-14T05:39:39Z,2026-03-14T05:41:25Z,2026-03-14T05:44:13Z
S02464,U03192,2026-02-13T07:41:04Z,Mobile,Organic,2026-02-13T07:41:04Z,2026-02-13T07:43:56Z,,,
S02465,U04355,2026-03-03T08:54:25Z,Mobile,Paid Search,2026-03-03T08:54:25Z,2026-03-03T08:56:16Z,,,
S02466,U03978,2026-03-04T10:02:26Z,Mobile,Organic,2026-03-04T10:02:26Z,2026-03-04T10:03:34Z,,,
S02467,U00112,2026-02-09T04:26:34Z,Desktop,Organic,2026-02-09T04:26:34Z,,,,
S02468,U05416,2026-01-10T08:00:03Z,Desktop,Organic,2026-01-10T08:00:03Z,2026-01-10T08:01:26Z,,,
S02469,U02994,2026-01-30T20:47:10Z,Desktop,Paid Search,2026-01-30T20:47:10Z,2026-01-30T20:48:40Z,,,
S02470,U00596,2026-03-02T01:38:22Z,Mobile,Organic,2026-03-02T01:38:22Z,,,,
S02471,U05902,2026-03-22T02:27:00Z,Mobile,Paid Search,2026-03-22T02:27:00Z,2026-03-22T02:27:29Z,,,
S02472,U04666,2026-03-28T12:27:35Z,Mobile,Organic,2026-03-28T12:27:35Z,,,,
S02473,U01733,2026-01-12T20:58:47Z,Desktop,Paid Search,2026-01-12T20:58:47Z,2026-01-12T21:00:52Z,,,
S02474,U06646,2026-02-15T06:43:50Z,Mobile,Social,2026-02-15T06:43:50Z,2026-02-15T06:45:04Z,2026-02-15T06:45:54Z,2026-02-15T06:46:22Z,
S02475,U00736,2026-03-25T18:03:48Z,Mobile,Social,2026-03-25T18:03:48Z,2026-03-25T18:04:16Z,,,
S02476,U07755,2026-03-15T08:52:15Z,Desktop,Paid Search,2026-03-15T08:52:15Z,2026-03-15T08:54:23Z,,,
S02477,U04287,2026-03-24T16:31:34Z,Mobile,Paid Search,2026-03-24T16:31:34Z,2026-03-24T16:32:02Z,2026-03-24T16:34:17Z,,
S02478,U01519,2026-01-30T02:54:33Z,Desktop,Email,2026-01-30T02:54:33Z,2026-01-30T02:57:29Z,2026-01-30T02:57:46Z,2026-01-30T02:59:22Z,2026-01-30T03:01:47Z
S02479,U05222,2026-03-02T19:49:54Z,Mobile,Organic,2026-03-02T19:49:54Z,,,,
S02480,U02530,2026-03-22T20:48:49Z,Desktop,Social,2026-03-22T20:48:49Z,2026-03-22T20:51:33Z,2026-03-22T20:53:20Z,2026-03-22T20:54:18Z,2026-03-22T20:56:39Z
S02481,U01186,2026-03-16T23:11:24Z,Mobile,Organic,2026-03-16T23:11:24Z,2026-03-16T23:12:04Z,,,
S02482,U03098,2026-02-15T00:51:22Z,Desktop,Paid Search,2026-02-15T00:51:22Z,2026-02-15T00:52:44Z,,,
S02483,U00010,2026-02-28T10:20:36Z,Mobile,Social,2026-02-28T10:20:36Z,2026-02-28T10:23:09Z,,,
S02484,U04067,2026-02-09T11:15:25Z,Mobile,Social,2026-02-09T11:15:25Z,2026-02-09T11:18:01Z,,,
S02485,U06687,2026-02-27T11:16:08Z,Desktop,Organic,2026-02-27T11:16:08Z,2026-02-27T11:17:46Z,,,
S02486,U03332,2026-01-05T09:21:16Z,Desktop,Organic,2026-01-05T09:21:16Z,2026-01-05T09:22:46Z,,,
S02487,U07988,2026-03-02T07:15:06Z,Mobile,Social,2026-03-02T07:15:06Z,2026-03-02T07:17:05Z,,,
S02488,U04633,2026-03-01T16:04:12Z,Mobile,Social,2026-03-01T16:04:12Z,2026-03-01T16:04:57Z,,,
S02489,U03039,2026-02-18T08:06:34Z,Mobile,Organic,2026-02-18T08:06:34Z,2026-02-18T08:06:46Z,2026-02-18T08:08:25Z,2026-02-18T08:10:50Z,2026-02-18T08:12:45Z
S02490,U02573,2026-02-24T10:54:43Z,Mobile,Organic,2026-02-24T10:54:43Z,2026-02-24T10:57:07Z,,,
S02491,U02857,2026-03-13T20:45:00Z,Desktop,Paid Search,2026-03-13T20:45:00Z,,,,
S02492,U06175,2026-02-22T15:49:27Z,Mobile,Email,2026-02-22T15:49:27Z,2026-02-22T15:50:51Z,,,
S02493,U02502,2026-02-09T09:22:17Z,Desktop,Social,2026-02-09T09:22:17Z,2026-02-09T09:24:08Z,,,
S02494,U06831,2026-03-19T21:26:52Z,Mobile,Paid Search,2026-03-19T21:26:52Z,2026-03-19T21:28:08Z,2026-03-19T21:30:13Z,2026-03-19T21:32:50Z,
S02495,U06855,2026-02-22T09:36:16Z,Mobile,Social,2026-02-22T09:36:16Z,2026-02-22T09:38:49Z,2026-02-22T09:39:56Z,2026-02-22T09:41:30Z,
S02496,U01791,2026-01-17T22:02:36Z,Desktop,Social,2026-01-17T22:02:36Z,,,,
S02497,U04773,2026-03-27T19:24:44Z,Desktop,Social,2026-03-27T19:24:44Z,,,,
S02498,U00066,2026-02-04T03:37:55Z,Mobile,Organic,2026-02-04T03:37:55Z,,,,
S02499,U00944,2026-03-15T16:13:18Z,Mobile,Social,2026-03-15T16:13:18Z,,,,
S02500,U04249,2026-01-06T17:26:14Z,Mobile,Social,2026-01-06T17:26:14Z,2026-01-06T17:27:37Z,,,
S02501,U01081,2026-02-22T13:29:27Z,Mobile,Social,2026-02-22T13:29:27Z,,,,
S02502,U02279,2026-01-17T01:21:27Z,Mobile,Organic,2026-01-17T01:21:27Z,2026-01-17T01:22:54Z,,,
S02503,U00448,2026-01-09T05:24:08Z,Desktop,Organic,2026-01-09T05:24:08Z,,,,
S02504,U01672,2026-01-19T12:57:11Z,Mobile,Social,2026-01-19T12:57:11Z,,,,
S02505,U04332,2026-03-01T12:08:08Z,Desktop,Social,2026-03-01T12:08:08Z,2026-03-01T12:09:58Z,2026-03-01T12:12:37Z,2026-03-01T12:14:47Z,
S02506,U04700,2026-03-13T15:39:52Z,Tablet,Organic,2026-03-13T15:39:52Z,2026-03-13T15:40:19Z,2026-03-13T15:42:01Z,2026-03-13T15:42:59Z,2026-03-13T15:44:32Z
S02507,U04512,2026-01-29T03:04:54Z,Mobile,Email,2026-01-29T03:04:54Z,2026-01-29T03:05:56Z,2026-01-29T03:06:52Z,2026-01-29T03:08:46Z,2026-01-29T03:09:30Z
S02508,U02172,2026-02-01T07:05:46Z,Mobile,Organic,2026-02-01T07:05:46Z,2026-02-01T07:08:43Z,2026-02-01T07:10:10Z,2026-02-01T07:12:15Z,
S02509,U05391,2026-02-23T18:21:57Z,Desktop,Social,2026-02-23T18:21:57Z,2026-02-23T18:24:25Z,,,
S02510,U05335,2026-01-05T20:06:13Z,Desktop,Email,2026-01-05T20:06:13Z,2026-01-05T20:06:59Z,,,
S02511,U01254,2026-02-05T13:53:14Z,Desktop,Email,2026-02-05T13:53:14Z,,,,
S02512,U03590,2026-03-25T03:15:53Z,Desktop,Email,2026-03-25T03:15:53Z,,,,
S02513,U02475,2026-01-09T16:57:35Z,Mobile,Email,2026-01-09T16:57:35Z,2026-01-09T16:59:06Z,2026-01-09T17:00:14Z,2026-01-09T17:01:57Z,
S02514,U02297,2026-01-21T05:53:51Z,Desktop,Paid Search,2026-01-21T05:53:51Z,2026-01-21T05:55:27Z,2026-01-21T05:57:03Z,,
S02515,U01256,2026-01-21T07:14:39Z,Mobile,Paid Search,2026-01-21T07:14:39Z,2026-01-21T07:15:48Z,2026-01-21T07:16:02Z,2026-01-21T07:17:54Z,
S02516,U00180,2026-01-14T07:50:49Z,Mobile,Organic,2026-01-14T07:50:49Z,2026-01-14T07:52:03Z,,,
S02517,U07381,2026-02-26T02:27:56Z,Desktop,Organic,2026-02-26T02:27:56Z,2026-02-26T02:30:02Z,,,
S02518,U03919,2026-01-02T15:55:49Z,Desktop,Organic,2026-01-02T15:55:49Z,2026-01-02T15:57:27Z,,,
S02519,U02278,2026-02-10T09:04:13Z,Desktop,Organic,2026-02-10T09:04:13Z,2026-02-10T09:05:16Z,2026-02-10T09:06:10Z,,
S02520,U01398,2026-03-16T20:14:52Z,Desktop,Social,2026-03-16T20:14:52Z,2026-03-16T20:15:57Z,,,
S02521,U00558,2026-01-17T01:41:56Z,Mobile,Organic,2026-01-17T01:41:56Z,,,,
S02522,U07845,2026-03-16T00:35:47Z,Mobile,Social,2026-03-16T00:35:47Z,2026-03-16T00:36:30Z,,,
S02523,U03389,2026-02-17T02:07:46Z,Mobile,Social,2026-02-17T02:07:46Z,,,,
S02524,U00833,2026-02-03T19:53:46Z,Mobile,Social,2026-02-03T19:53:46Z,,,,
S02525,U02134,2026-03-02T23:09:29Z,Desktop,Organic,2026-03-02T23:09:29Z,2026-03-02T23:12:18Z,,,
S02526,U02948,2026-03-18T06:39:30Z,Desktop,Organic,2026-03-18T06:39:30Z,2026-03-18T06:40:38Z,,,
S02527,U01216,2026-02-26T05:36:36Z,Desktop,Paid Search,2026-02-26T05:36:36Z,2026-02-26T05:37:02Z,2026-02-26T05:38:33Z,2026-02-26T05:41:12Z,
S02528,U05838,2026-02-13T14:01:39Z,Mobile,Paid Search,2026-02-13T14:01:39Z,2026-02-13T14:03:58Z,,,
S02529,U03698,2026-01-19T09:00:27Z,Mobile,Paid Search,2026-01-19T09:00:27Z,2026-01-19T09:00:56Z,,,
S02530,U00977,2026-01-13T04:43:58Z,Mobile,Email,2026-01-13T04:43:58Z,2026-01-13T04:46:19Z,2026-01-13T04:47:57Z,,
S02531,U00410,2026-03-12T15:08:36Z,Desktop,Social,2026-03-12T15:08:36Z,2026-03-12T15:09:04Z,,,
S02532,U05156,2026-01-07T17:38:54Z,Mobile,Organic,2026-01-07T17:38:54Z,,,,
S02533,U05075,2026-03-18T05:29:58Z,Mobile,Paid Search,2026-03-18T05:29:58Z,2026-03-18T05:31:38Z,2026-03-18T05:33:09Z,,
S02534,U07417,2026-01-15T17:59:08Z,Mobile,Organic,2026-01-15T17:59:08Z,2026-01-15T18:00:57Z,,,
S02535,U00176,2026-02-01T08:01:16Z,Mobile,Organic,2026-02-01T08:01:16Z,2026-02-01T08:02:40Z,2026-02-01T08:03:18Z,2026-02-01T08:05:04Z,
S02536,U06964,2026-03-29T09:29:26Z,Mobile,Paid Search,2026-03-29T09:29:26Z,,,,
S02537,U01658,2026-01-25T00:03:17Z,Desktop,Social,2026-01-25T00:03:17Z,,,,
S02538,U00152,2026-02-07T10:59:49Z,Mobile,Email,2026-02-07T10:59:49Z,2026-02-07T11:02:11Z,,,
S02539,U03807,2026-03-18T21:07:16Z,Desktop,Organic,2026-03-18T21:07:16Z,2026-03-18T21:08:08Z,2026-03-18T21:09:53Z,2026-03-18T21:11:39Z,
S02540,U02566,2026-03-29T12:43:11Z,Mobile,Social,2026-03-29T12:43:11Z,2026-03-29T12:45:15Z,,,
S02541,U01714,2026-03-21T06:36:50Z,Mobile,Paid Search,2026-03-21T06:36:50Z,2026-03-21T06:39:33Z,,,
S02542,U04080,2026-02-23T08:29:22Z,Mobile,Paid Search,2026-02-23T08:29:22Z,2026-02-23T08:30:15Z,2026-02-23T08:31:56Z,2026-02-23T08:32:10Z,2026-02-23T08:34:02Z
S02543,U05359,2026-01-11T05:09:40Z,Desktop,Organic,2026-01-11T05:09:40Z,2026-01-11T05:10:30Z,2026-01-11T05:11:53Z,2026-01-11T05:13:25Z,
S02544,U02588,2026-02-22T07:57:01Z,Mobile,Paid Search,2026-02-22T07:57:01Z,,,,
S02545,U03796,2026-03-31T21:10:26Z,Mobile,Paid Search,2026-03-31T21:10:26Z,2026-03-31T21:11:15Z,,,
S02546,U07815,2026-01-23T22:39:42Z,Desktop,Social,2026-01-23T22:39:42Z,2026-01-23T22:41:42Z,,,
S02547,U05479,2026-02-12T09:26:15Z,Desktop,Organic,2026-02-12T09:26:15Z,2026-02-12T09:26:49Z,2026-02-12T09:27:26Z,2026-02-12T09:29:53Z,
S02548,U06972,2026-01-06T01:35:15Z,Mobile,Paid Search,2026-01-06T01:35:15Z,2026-01-06T01:36:05Z,2026-01-06T01:38:59Z,2026-01-06T01:39:47Z,2026-01-06T01:40:41Z
S02549,U00923,2026-02-17T10:46:46Z,Mobile,Email,2026-02-17T10:46:46Z,2026-02-17T10:49:13Z,2026-02-17T10:51:14Z,2026-02-17T10:53:41Z,
S02550,U04775,2026-02-21T10:50:53Z,Desktop,Organic,2026-02-21T10:50:53Z,2026-02-21T10:52:26Z,2026-02-21T10:54:53Z,2026-02-21T10:56:22Z,
S02551,U04670,2026-01-18T00:02:05Z,Mobile,Paid Search,2026-01-18T00:02:05Z,,,,
S02552,U06815,2026-03-05T16:06:05Z,Desktop,Paid Search,2026-03-05T16:06:05Z,2026-03-05T16:07:38Z,,,
S02553,U03272,2026-02-19T23:13:18Z,Mobile,Email,2026-02-19T23:13:18Z,2026-02-19T23:13:58Z,,,
S02554,U05002,2026-01-17T07:55:35Z,Mobile,Organic,2026-01-17T07:55:35Z,2026-01-17T07:57:36Z,,,
S02555,U05654,2026-01-23T02:44:03Z,Mobile,Organic,2026-01-23T02:44:03Z,2026-01-23T02:45:25Z,2026-01-23T02:46:39Z,2026-01-23T02:47:17Z,2026-01-23T02:49:31Z
S02556,U03658,2026-03-14T04:04:29Z,Mobile,Social,2026-03-14T04:04:29Z,2026-03-14T04:06:23Z,,,
S02557,U00791,2026-03-18T22:19:02Z,Mobile,Social,2026-03-18T22:19:02Z,2026-03-18T22:21:23Z,,,
S02558,U03539,2026-01-15T20:00:30Z,Mobile,Organic,2026-01-15T20:00:30Z,2026-01-15T20:00:45Z,,,
S02559,U01612,2026-01-22T00:04:39Z,Mobile,Organic,2026-01-22T00:04:39Z,,,,
S02560,U07152,2026-03-11T12:15:26Z,Mobile,Paid Search,2026-03-11T12:15:26Z,2026-03-11T12:16:58Z,,,
S02561,U07366,2026-02-11T06:32:02Z,Mobile,Social,2026-02-11T06:32:02Z,2026-02-11T06:32:12Z,,,
S02562,U05046,2026-03-12T05:53:32Z,Desktop,Social,2026-03-12T05:53:32Z,2026-03-12T05:56:06Z,,,
S02563,U03541,2026-01-08T02:10:17Z,Mobile,Paid Search,2026-01-08T02:10:17Z,2026-01-08T02:12:24Z,,,
S02564,U07288,2026-02-01T08:16:11Z,Mobile,Paid Search,2026-02-01T08:16:11Z,2026-02-01T08:18:29Z,,,
S02565,U07374,2026-02-19T07:25:18Z,Mobile,Paid Search,2026-02-19T07:25:18Z,,,,
S02566,U07893,2026-03-06T12:14:29Z,Desktop,Social,2026-03-06T12:14:29Z,2026-03-06T12:16:22Z,2026-03-06T12:18:28Z,2026-03-06T12:20:29Z,2026-03-06T12:21:06Z
S02567,U01285,2026-01-10T06:54:46Z,Mobile,Paid Search,2026-01-10T06:54:46Z,2026-01-10T06:55:53Z,,,
S02568,U05990,2026-01-20T03:36:35Z,Desktop,Social,2026-01-20T03:36:35Z,,,,
S02569,U07014,2026-02-14T06:48:08Z,Mobile,Paid Search,2026-02-14T06:48:08Z,2026-02-14T06:50:20Z,2026-02-14T06:50:35Z,2026-02-14T06:52:48Z,
S02570,U03033,2026-01-13T01:34:54Z,Mobile,Paid Search,2026-01-13T01:34:54Z,,,,
S02571,U04282,2026-01-22T00:13:42Z,Desktop,Email,2026-01-22T00:13:42Z,2026-01-22T00:16:39Z,,,
S02572,U03643,2026-02-01T02:43:58Z,Desktop,Paid Search,2026-02-01T02:43:58Z,,,,
S02573,U02887,2026-01-15T16:46:17Z,Desktop,Social,2026-01-15T16:46:17Z,,,,
S02574,U04433,2026-02-23T21:06:03Z,Desktop,Paid Search,2026-02-23T21:06:03Z,2026-02-23T21:07:42Z,,,
S02575,U01235,2026-01-23T00:36:20Z,Tablet,Social,2026-01-23T00:36:20Z,2026-01-23T00:38:06Z,,,
S02576,U07127,2026-02-21T19:26:14Z,Mobile,Organic,2026-02-21T19:26:14Z,2026-02-21T19:26:48Z,2026-02-21T19:28:52Z,2026-02-21T19:31:39Z,
S02577,U02236,2026-03-14T05:55:00Z,Mobile,Organic,2026-03-14T05:55:00Z,2026-03-14T05:57:50Z,,,
S02578,U04980,2026-02-26T10:50:41Z,Desktop,Paid Search,2026-02-26T10:50:41Z,2026-02-26T10:51:59Z,,,
S02579,U02495,2026-01-19T22:28:36Z,Mobile,Paid Search,2026-01-19T22:28:36Z,2026-01-19T22:30:38Z,,,
S02580,U06405,2026-02-20T17:38:15Z,Mobile,Organic,2026-02-20T17:38:15Z,2026-02-20T17:39:43Z,,,
S02581,U06969,2026-03-05T09:16:51Z,Mobile,Social,2026-03-05T09:16:51Z,2026-03-05T09:18:44Z,,,
S02582,U06939,2026-03-07T07:02:47Z,Desktop,Social,2026-03-07T07:02:47Z,2026-03-07T07:04:42Z,,,
S02583,U01690,2026-02-06T16:41:14Z,Mobile,Paid Search,2026-02-06T16:41:14Z,2026-02-06T16:43:52Z,,,
S02584,U04787,2026-03-10T03:53:20Z,Tablet,Organic,2026-03-10T03:53:20Z,2026-03-10T03:54:37Z,2026-03-10T03:54:49Z,,
S02585,U00082,2026-01-22T23:18:07Z,Mobile,Paid Search,2026-01-22T23:18:07Z,2026-01-22T23:19:00Z,2026-01-22T23:19:18Z,2026-01-22T23:20:03Z,
S02586,U07387,2026-01-06T14:26:37Z,Mobile,Paid Search,2026-01-06T14:26:37Z,2026-01-06T14:29:06Z,2026-01-06T14:31:32Z,,
S02587,U04558,2026-02-15T18:56:08Z,Mobile,Organic,2026-02-15T18:56:08Z,,,,
S02588,U00338,2026-03-15T20:13:36Z,Mobile,Social,2026-03-15T20:13:36Z,2026-03-15T20:15:04Z,,,
S02589,U03881,2026-03-11T20:03:49Z,Mobile,Paid Search,2026-03-11T20:03:49Z,2026-03-11T20:04:26Z,,,
S02590,U03663,2026-02-23T08:36:46Z,Mobile,Email,2026-02-23T08:36:46Z,2026-02-23T08:36:59Z,2026-02-23T08:38:03Z,2026-02-23T08:39:41Z,
S02591,U06378,2026-03-28T14:41:00Z,Mobile,Social,2026-03-28T14:41:00Z,2026-03-28T14:43:55Z,2026-03-28T14:45:36Z,2026-03-28T14:46:10Z,
S02592,U05448,2026-03-14T06:58:31Z,Desktop,Email,2026-03-14T06:58:31Z,,,,
S02593,U06236,2026-02-07T15:43:42Z,Mobile,Organic,2026-02-07T15:43:42Z,2026-02-07T15:43:56Z,,,
S02594,U06584,2026-03-09T17:11:19Z,Mobile,Social,2026-03-09T17:11:19Z,2026-03-09T17:11:57Z,,,
S02595,U00390,2026-01-27T15:34:23Z,Mobile,Social,2026-01-27T15:34:23Z,2026-01-27T15:35:48Z,,,
S02596,U03223,2026-02-02T04:47:19Z,Desktop,Email,2026-02-02T04:47:19Z,2026-02-02T04:48:56Z,,,
S02597,U02465,2026-03-13T14:35:42Z,Desktop,Paid Search,2026-03-13T14:35:42Z,,,,
S02598,U02651,2026-02-18T05:09:41Z,Desktop,Organic,2026-02-18T05:09:41Z,,,,
S02599,U02584,2026-03-20T21:44:56Z,Mobile,Paid Search,2026-03-20T21:44:56Z,,,,
S02600,U04989,2026-01-23T06:42:28Z,Desktop,Organic,2026-01-23T06:42:28Z,2026-01-23T06:43:38Z,2026-01-23T06:46:30Z,2026-01-23T06:47:55Z,2026-01-23T06:48:12Z
S02601,U02364,2026-02-09T17:29:27Z,Desktop,Organic,2026-02-09T17:29:27Z,2026-02-09T17:31:00Z,,,
S02602,U06948,2026-01-29T21:52:25Z,Mobile,Organic,2026-01-29T21:52:25Z,,,,
S02603,U06803,2026-01-30T19:27:21Z,Mobile,Organic,2026-01-30T19:27:21Z,2026-01-30T19:28:06Z,2026-01-30T19:29:45Z,2026-01-30T19:30:37Z,
S02604,U01047,2026-03-18T02:03:06Z,Mobile,Organic,2026-03-18T02:03:06Z,2026-03-18T02:03:39Z,,,
S02605,U01173,2026-01-09T17:11:45Z,Mobile,Social,2026-01-09T17:11:45Z,2026-01-09T17:13:53Z,,,
S02606,U02019,2026-02-24T09:51:21Z,Mobile,Paid Search,2026-02-24T09:51:21Z,2026-02-24T09:53:53Z,2026-02-24T09:55:25Z,2026-02-24T09:56:18Z,2026-02-24T09:57:46Z
S02607,U03327,2026-02-14T05:05:42Z,Desktop,Organic,2026-02-14T05:05:42Z,2026-02-14T05:08:00Z,2026-02-14T05:09:44Z,2026-02-14T05:11:48Z,2026-02-14T05:13:24Z
S02608,U00760,2026-03-09T23:10:57Z,Mobile,Organic,2026-03-09T23:10:57Z,2026-03-09T23:13:03Z,2026-03-09T23:15:13Z,2026-03-09T23:16:56Z,
S02609,U05995,2026-02-15T05:08:20Z,Mobile,Social,2026-02-15T05:08:20Z,,,,
S02610,U00976,2026-02-07T04:04:57Z,Desktop,Social,2026-02-07T04:04:57Z,2026-02-07T04:06:23Z,,,
S02611,U07384,2026-03-15T16:43:42Z,Mobile,Organic,2026-03-15T16:43:42Z,2026-03-15T16:44:01Z,2026-03-15T16:46:16Z,2026-03-15T16:46:33Z,2026-03-15T16:47:14Z
S02612,U01647,2026-02-23T03:01:38Z,Desktop,Organic,2026-02-23T03:01:38Z,2026-02-23T03:04:32Z,,,
S02613,U03887,2026-03-18T06:38:03Z,Mobile,Organic,2026-03-18T06:38:03Z,2026-03-18T06:38:57Z,,,
S02614,U04451,2026-03-13T02:29:14Z,Mobile,Organic,2026-03-13T02:29:14Z,2026-03-13T02:29:26Z,2026-03-13T02:31:58Z,2026-03-13T02:33:28Z,
S02615,U03348,2026-02-10T06:36:34Z,Mobile,Social,2026-02-10T06:36:34Z,2026-02-10T06:39:33Z,2026-02-10T06:41:06Z,,
S02616,U07074,2026-03-03T18:38:10Z,Mobile,Paid Search,2026-03-03T18:38:10Z,2026-03-03T18:40:08Z,,,
S02617,U00718,2026-01-25T10:39:03Z,Mobile,Paid Search,2026-01-25T10:39:03Z,,,,
S02618,U03257,2026-02-26T13:47:43Z,Desktop,Paid Search,2026-02-26T13:47:43Z,2026-02-26T13:48:09Z,,,
S02619,U04953,2026-01-29T07:38:32Z,Desktop,Organic,2026-01-29T07:38:32Z,2026-01-29T07:40:18Z,,,
S02620,U04994,2026-02-25T09:32:19Z,Tablet,Organic,2026-02-25T09:32:19Z,2026-02-25T09:34:58Z,,,
S02621,U04540,2026-03-30T01:20:40Z,Mobile,Paid Search,2026-03-30T01:20:40Z,2026-03-30T01:21:48Z,,,
S02622,U02789,2026-03-10T08:31:04Z,Desktop,Social,2026-03-10T08:31:04Z,2026-03-10T08:31:35Z,,,
S02623,U05330,2026-02-22T19:00:28Z,Mobile,Organic,2026-02-22T19:00:28Z,2026-02-22T19:01:48Z,,,
S02624,U07381,2026-03-07T18:48:45Z,Mobile,Social,2026-03-07T18:48:45Z,,,,
S02625,U04597,2026-03-20T16:40:07Z,Mobile,Paid Search,2026-03-20T16:40:07Z,,,,
S02626,U02856,2026-02-17T17:51:01Z,Mobile,Social,2026-02-17T17:51:01Z,,,,
S02627,U00421,2026-01-17T18:52:16Z,Desktop,Social,2026-01-17T18:52:16Z,2026-01-17T18:52:44Z,,,
S02628,U07350,2026-03-16T16:50:54Z,Desktop,Paid Search,2026-03-16T16:50:54Z,2026-03-16T16:53:45Z,,,
S02629,U04985,2026-01-18T10:53:41Z,Mobile,Organic,2026-01-18T10:53:41Z,,,,
S02630,U06150,2026-02-27T02:59:01Z,Mobile,Email,2026-02-27T02:59:01Z,2026-02-27T03:00:27Z,,,
S02631,U06512,2026-02-03T11:58:07Z,Desktop,Social,2026-02-03T11:58:07Z,,,,
S02632,U03205,2026-02-24T18:04:16Z,Desktop,Organic,2026-02-24T18:04:16Z,,,,
S02633,U00244,2026-01-14T03:01:18Z,Mobile,Organic,2026-01-14T03:01:18Z,2026-01-14T03:03:36Z,,,
S02634,U02014,2026-02-25T19:31:43Z,Mobile,Organic,2026-02-25T19:31:43Z,2026-02-25T19:33:58Z,,,
S02635,U00094,2026-01-11T10:00:58Z,Desktop,Organic,2026-01-11T10:00:58Z,,,,
S02636,U06912,2026-01-03T22:28:17Z,Desktop,Social,2026-01-03T22:28:17Z,,,,
S02637,U04728,2026-03-22T06:04:39Z,Desktop,Paid Search,2026-03-22T06:04:39Z,2026-03-22T06:06:09Z,2026-03-22T06:08:07Z,,
S02638,U00733,2026-03-16T07:33:47Z,Mobile,Social,2026-03-16T07:33:47Z,2026-03-16T07:36:45Z,,,
S02639,U03807,2026-03-06T19:36:17Z,Desktop,Social,2026-03-06T19:36:17Z,,,,
S02640,U00164,2026-01-02T11:35:35Z,Mobile,Social,2026-01-02T11:35:35Z,,,,
S02641,U00654,2026-01-16T04:26:12Z,Mobile,Social,2026-01-16T04:26:12Z,2026-01-16T04:28:38Z,2026-01-16T04:31:14Z,,
S02642,U00994,2026-02-09T04:53:36Z,Desktop,Organic,2026-02-09T04:53:36Z,2026-02-09T04:55:35Z,2026-02-09T04:56:00Z,2026-02-09T04:57:33Z,
